loss,grad_norm,learning_rate,entropy,num_tokens,logits/chosen,logits/rejected,mean_token_accuracy,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6931,0.0,5e-06,0.1333205234259367,9711.0,-0.8176338713514021,-0.814101014580677,0.9756435304880142,0.0,0.0,0.0,0.0,-65.53542923927307,-133.7281494140625,0.4444444444444444,1,,,,,
0.6931,0.0,5e-06,0.13119380036368966,20220.0,-0.8401281529010229,-0.8019677180584024,0.9565681517124176,0.0,0.0,0.0,0.0,-133.95770454406738,-97.95173788070679,0.8888888888888888,2,,,,,
0.6931,0.0,5e-06,0.07156739383935928,23639.0,-1.3251773798203044,-1.284386734501008,0.9905561208724976,0.0,0.0,0.0,0.0,-48.439693450927734,-138.1756591796875,1.0,3,,,,,
0.6931,0.0,5e-06,0.08313708333298564,35094.0,-0.9224903413954303,-0.9101786348061329,0.9849786460399628,0.0,0.0,0.0,0.0,-43.60930371284485,-100.59751653671265,1.4444444444444444,4,,,,,
0.6931,258.2474060058594,5e-06,0.10645756404846907,44629.0,-0.758161033392428,-0.7365093113428195,0.9805863499641418,0.0,0.0,0.0,0.0,-55.341379165649414,-110.92476272583008,1.8888888888888888,5,,,,,
1.0076,0.0,4.9722222222222224e-06,0.3715461790561676,47278.0,-1.2470318080357143,-1.1821693137839988,0.8537142872810364,-0.387612909078598,0.165679931640625,0.0,-0.5532928705215454,-454.4856262207031,-217.1492919921875,2.0,6,,,,,
0.2425,152.57493591308594,4.9722222222222224e-06,0.11715510673820972,56391.0,-0.769542355661925,-0.7402929347482567,0.9822347462177277,0.25871289521455765,-1.7130041718482971,1.0,1.9717170223593712,-46.553958892822266,-124.7536849975586,2.4444444444444446,7,,,,,
0.4696,262.4668884277344,4.944444444444445e-06,0.15752033609896898,67633.0,-1.0704493801715917,-1.0512323894593893,0.9501239508390427,0.21939639747142792,-1.7164974715560675,0.75,1.9358938932418823,-154.63174629211426,-169.46782112121582,2.888888888888889,8,,,,,
0.707,83.5190200805664,4.9166666666666665e-06,0.030322153121232986,70917.0,-0.7512099798901941,-0.7504429568796285,0.9948927760124207,0.08479442447423935,0.11239433288574219,0.0,-0.027599908411502838,-21.697092056274414,-24.0653018951416,3.0,9,,,,,
0.1446,14.714033126831055,4.888888888888889e-06,0.1575242392718792,82031.0,-0.9812290344778241,-0.9279933850605392,0.9540762007236481,0.6733558773994446,-4.616330649703741,1.0,5.289686471223831,-138.6870367527008,-187.81476163864136,3.4444444444444446,10,,,,,
0.0487,23.261276245117188,4.861111111111111e-06,0.08914993703365326,92243.0,-0.8695361550645573,-0.8854789268779765,0.9798630774021149,-0.675570897758007,-5.443420886993408,1.0,4.767849922180176,-56.716254234313965,-158.53604125976562,3.888888888888889,11,,,,,
0.0025,2.146790027618408,4.833333333333333e-06,0.1496177464723587,94556.0,-0.7149592255547134,-0.6702090734722971,0.9856670498847961,2.02942156791687,-3.955980062484741,1.0,5.985401630401611,-44.593448638916016,-121.44184875488281,4.0,12,,,,,
0.1049,11.334967613220215,4.805555555555556e-06,0.08782875165343285,104736.0,-0.7824501646795334,-0.7057602649674524,0.9898627400398254,0.23848022590391338,-6.31744472682476,1.0,6.555924788117409,-30.21099328994751,-144.490385055542,4.444444444444445,13,,,,,
0.0092,3.6784234046936035,4.777777777777778e-06,0.1594768799841404,115549.0,-1.009076885096444,-1.03018186264683,0.9462950825691223,-0.1521991789340973,-7.252309799194336,1.0,7.100110769271851,-157.07886123657227,-203.9296112060547,4.888888888888889,14,,,,,
0.0,0.06209028512239456,4.75e-06,0.1538705676794052,118195.0,-0.9670474890506628,-0.9960669256319665,0.9760100841522217,0.551190972328186,-9.715153694152832,1.0,10.266345024108887,-88.28965759277344,-311.15692138671875,5.0,15,,,,,
0.0762,8.601115226745605,4.722222222222222e-06,0.15963838528841734,130193.0,-1.0812895878309352,-1.0650432360231907,0.9541262090206146,0.4554329738020897,-7.512326776981354,1.0,7.967759847640991,-149.29461860656738,-224.16736221313477,5.444444444444445,16,,,,,
0.002,0.6648321747779846,4.694444444444445e-06,0.10666265804320574,139299.0,-0.7165384299616675,-0.7309454797751026,0.9794452339410782,-0.43766315281391144,-8.65867006778717,1.0,8.221006870269775,-58.44917011260986,-176.6151294708252,5.888888888888889,17,,,,,
0.0,0.010024840012192726,4.666666666666667e-06,0.07598179578781128,141834.0,-0.9738665303342077,-0.7865261730847058,0.9927641153335571,-0.09420394897460938,-11.752240180969238,1.0,11.658036231994629,-15.668320655822754,-226.12750244140625,6.0,18,,,,,
0.0566,2.616168737411499,4.638888888888889e-06,0.09363440051674843,152509.0,-0.794194947329123,-0.8461831983208403,0.9773137718439102,-0.917271283455193,-7.638029932975769,1.0,6.720758497714996,-69.05393505096436,-178.34003257751465,6.444444444444445,19,,,,,
0.0,0.020419327542185783,4.611111111111112e-06,0.17362611554563046,162938.0,-1.0116662496783615,-0.9585310110857473,0.9563278257846832,0.6771352887153625,-10.808443307876587,1.0,11.485578775405884,-141.26891136169434,-245.19722366333008,6.888888888888889,20,,,,,
0.0,0.005966858472675085,4.583333333333333e-06,0.0767473503947258,165473.0,-0.9754758798955319,-0.7876423328846425,0.9927641153335571,-0.13670912384986877,-12.309123039245605,1.0,12.17241382598877,-16.093372344970703,-231.6963348388672,7.0,21,,,,,
0.0488,2.654893636703491,4.555555555555556e-06,0.07323737535625696,177017.0,-0.8926995237759592,-0.8698682758957024,0.9882251769304276,-0.09958630800247192,-8.016401171684265,1.0,7.9168150424957275,-43.5769829750061,-151.03180980682373,7.444444444444445,22,,,,,
0.0,0.03045419044792652,4.527777777777778e-06,0.19494675658643246,186577.0,-0.9089879291468415,-0.9322136820467009,0.9433780461549759,-0.3802787475287914,-11.927528142929077,1.0,11.54724931716919,-169.14315509796143,-287.4800033569336,7.888888888888889,23,,,,,
0.0,0.004152373410761356,4.5e-06,0.07758698612451553,189112.0,-0.970750115887301,-0.7816912676836993,0.9927641153335571,-0.14798574149608612,-12.694724082946777,1.0,12.546738624572754,-16.206138610839844,-235.55233764648438,8.0,24,,,,,
0.0002,0.06106375902891159,4.472222222222223e-06,0.08632964547723532,199811.0,-0.939040832533838,-0.9282442503711318,0.9802021533250809,-1.606268435716629,-11.937492370605469,1.0,10.331224203109741,-62.648749351501465,-223.2311897277832,8.444444444444445,25,,,,,
0.0386,2.9815831184387207,4.444444444444444e-06,0.17813586350530386,210703.0,-0.9161724070094415,-0.8978485345031011,0.954461470246315,1.35861736536026,-9.234500110149384,1.0,10.593117415904999,-144.37476778030396,-227.31569385528564,8.88888888888889,26,,,,,
0.0,0.015938956290483475,4.416666666666667e-06,0.09679652005434036,212751.0,-0.6904402883429276,-0.6155341982217359,0.9842105507850647,-1.8970775604248047,-13.1875,1.0,11.290422439575195,-47.194976806640625,-241.4623565673828,9.0,27,,,,,
0.0297,3.701904773712158,4.388888888888889e-06,0.1077442429959774,224317.0,-0.9324977286126283,-0.9777164107552043,0.9761509597301483,-1.5678483322262764,-10.74395751953125,1.0,9.17610913515091,-79.05660820007324,-234.3871603012085,9.444444444444445,28,,,,,
0.0001,0.033539049327373505,4.361111111111112e-06,0.15695706475526094,234342.0,-0.8989011810639153,-0.8238425562493369,0.9555649757385254,1.0218970701098442,-11.548755884170532,1.0,12.570652961730957,-130.9499111175537,-227.3669319152832,9.88888888888889,29,,,,,
0.0,0.010167536325752735,4.333333333333334e-06,0.09648697078227997,236390.0,-0.6774894848204496,-0.6011040173275932,0.9842105507850647,-1.8847370147705078,-13.6133451461792,1.0,11.728608131408691,-47.071571350097656,-245.7208251953125,10.0,30,,,,,
0.0,0.002193765714764595,4.305555555555556e-06,0.17300714552402496,245935.0,-0.8829169321865258,-0.7883091012650457,0.9560129195451736,0.8767909482121468,-12.765889167785645,1.0,13.642680168151855,-130.84400177001953,-257.37904357910156,10.444444444444445,31,,,,,
0.0144,2.1092724800109863,4.277777777777778e-06,0.095070980489254,256610.0,-0.7560343010924044,-0.8091544751931167,0.9749740809202194,-1.6288247108459473,-10.073408424854279,1.0,8.444583714008331,-76.16946983337402,-202.6938190460205,10.88888888888889,32,,,,,
0.0,0.0021284311078488827,4.25e-06,0.08339781314134598,260029.0,-1.3307111485932581,-1.2965437563004032,0.9853095412254333,-2.6790783405303955,-15.742175102233887,1.0,13.06309700012207,-75.23047637939453,-295.597412109375,11.0,33,,,,,
0.009,1.167452096939087,4.222222222222223e-06,0.08513101655989885,271580.0,-0.9099696982648962,-0.8378662358214813,0.9885234981775284,-0.4347609430551529,-11.29811406135559,1.0,10.8633531332016,-41.99727821350098,-201.44415473937988,11.444444444444445,34,,,,,
0.0001,0.01978917233645916,4.194444444444445e-06,0.11133548989892006,281019.0,-0.729754207315386,-0.7635164279968073,0.9721829444169998,-2.1247082352638245,-13.067466259002686,1.0,10.942758321762085,-82.548095703125,-253.73392486572266,11.88888888888889,35,,,,,
0.0,9.591065463609993e-05,4.166666666666667e-06,0.37350818514823914,283668.0,-1.20264453125,-1.1541976928710938,0.8617143034934998,3.09222412109375,-13.556591987609863,1.0,16.648815155029297,-419.687255859375,-354.37200927734375,12.0,36,,,,,
0.0046,0.6094576120376587,4.138888888888889e-06,0.10289820469915867,294017.0,-0.7283533834846112,-0.7080544047324963,0.9818404018878937,-0.7523165792226791,-11.390695929527283,1.0,10.638379335403442,-55.24446249008179,-200.43107223510742,12.444444444444445,37,,,,,
0.0,0.01678556576371193,4.111111111111111e-06,0.16359220165759325,305259.0,-1.0227068617087591,-1.0107485739314126,0.9485154300928116,-0.9078148305416107,-13.615427494049072,1.0,12.707612752914429,-165.90385818481445,-288.4571189880371,12.88888888888889,38,,,,,
0.0,0.0034559243358671665,4.083333333333334e-06,0.09840580075979233,307307.0,-0.6346447860985471,-0.5549836882746032,0.9842105507850647,-1.8620651960372925,-14.696756362915039,1.0,12.834691047668457,-46.844852447509766,-256.554931640625,13.0,39,,,,,
0.0,0.015012219548225403,4.055555555555556e-06,0.14792481437325478,317951.0,-0.9451059441530894,-0.9053134830609406,0.952203705906868,-0.9338027536869049,-14.11935544013977,1.0,13.185552835464478,-149.76939582824707,-267.39189529418945,13.444444444444445,40,,,,,
0.0021,0.23834851384162903,4.027777777777779e-06,0.10600306279957294,328729.0,-0.7789084766565811,-0.720150749926607,0.982646718621254,-0.7604735493659973,-11.660583138465881,1.0,10.900109648704529,-56.59487247467041,-224.02627563476562,13.88888888888889,41,,,,,
0.0,0.010815488174557686,4.000000000000001e-06,0.1537342667579651,330946.0,-0.6203456084186209,-0.8016196534224634,0.952305257320404,-3.8273391723632812,-15.551497459411621,1.0,11.72415828704834,-126.99959564208984,-285.9350280761719,14.0,42,,,,,
0.0016,0.17426395416259766,3.972222222222223e-06,0.18069091066718102,341838.0,-0.8408418604080901,-0.8215021176830835,0.9497507065534592,0.040320634841918945,-11.605293989181519,1.0,11.645614624023438,-157.55773544311523,-251.02363204956055,14.444444444444445,43,,,,,
0.0,0.01386280171573162,3.944444444444445e-06,0.09256826993077993,351166.0,-0.6903839241866039,-0.6622453309331626,0.9771993309259415,-2.281393438577652,-14.311678886413574,1.0,12.030285358428955,-64.34612655639648,-239.82598114013672,14.88888888888889,44,,,,,
0.0,0.0006239018985070288,3.916666666666667e-06,0.0824342668056488,354585.0,-1.288796199706519,-1.264333732358871,0.9811123013496399,-3.182758092880249,-17.514318466186523,1.0,14.331560134887695,-80.26727294921875,-313.31884765625,15.0,45,,,,,
0.0012,0.14256365597248077,3.88888888888889e-06,0.09627618174999952,365098.0,-0.7573257620557986,-0.6927297740903077,0.9825785011053085,-1.8100999593734741,-12.989951252937317,1.0,11.179851293563843,-57.925270557403564,-244.2462863922119,15.444444444444445,46,,,,,
0.0,0.013543501496315002,3.861111111111112e-06,0.15981495939195156,376007.0,-0.9243593698984803,-0.8900042249916691,0.949684277176857,-0.5895705372095108,-13.945460796356201,1.0,13.355890274047852,-155.49293994903564,-258.726619720459,15.88888888888889,47,,,,,
0.0,0.00846644677221775,3.833333333333334e-06,0.15431082248687744,378224.0,-0.5989544357518134,-0.7773832057809231,0.952305257320404,-4.173268795013428,-16.19053840637207,1.0,12.017269134521484,-130.45889282226562,-292.325439453125,16.0,48,,,,,
0.0009,0.11718038469552994,3.8055555555555556e-06,0.09242233913391829,389288.0,-0.7825437002172626,-0.7394784337053056,0.9848573952913284,-1.4541235268115997,-12.972879409790039,1.0,11.518756031990051,-55.56538391113281,-218.43737411499023,16.444444444444443,49,,,,,
0.0,0.0037028156220912933,3.777777777777778e-06,0.19360572285950184,399335.0,-0.8764301601048434,-0.8652355683502679,0.939534917473793,-1.5712511241436005,-15.49897027015686,1.0,13.927719116210938,-177.67839813232422,-322.94886016845703,16.88888888888889,50,,,,,
0.0001,0.056153565645217896,3.7500000000000005e-06,0.03797518461942673,401863.0,-0.6213377234053938,-0.6180367941384787,0.9780821800231934,-2.7723987102508545,-11.629505157470703,1.0,8.85710620880127,-62.17607116699219,-154.51930236816406,17.0,51,,,,,
0.0008,0.08755046129226685,3.7222222222222225e-06,0.13372255396097898,412859.0,-0.8202572113063596,-0.7545728266301648,0.954771876335144,-0.7171845734119415,-12.377185821533203,1.0,11.660001397132874,-137.75507020950317,-221.47802734375,17.444444444444443,52,,,,,
0.0,0.003302533645182848,3.694444444444445e-06,0.1266361866146326,423189.0,-0.8307755136793049,-0.8584220969324127,0.9685232788324356,-3.2143888771533966,-16.31815481185913,1.0,13.103765964508057,-96.94180488586426,-311.2286682128906,17.88888888888889,53,,,,,
0.0,0.0045717437751591206,3.6666666666666666e-06,0.14507906138896942,425502.0,-0.6019172710515436,-0.5338151865992052,0.981256902217865,0.11115417629480362,-12.16181468963623,1.0,12.272969245910645,-63.776123046875,-203.5001983642578,18.0,54,,,,,
0.0007,0.06715956330299377,3.638888888888889e-06,0.1720595909282565,436129.0,-0.8073179791604296,-0.7843946071349703,0.948296919465065,-1.0575098991394043,-13.400076746940613,1.0,12.34256660938263,-159.37017440795898,-275.89778900146484,18.444444444444443,55,,,,,
0.0,0.013082368299365044,3.6111111111111115e-06,0.08898669388145208,446828.0,-0.8332974991592668,-0.8176668001098364,0.9743207842111588,-3.010563910007477,-15.657515525817871,1.0,12.64695143699646,-76.69170379638672,-260.43142318725586,18.88888888888889,56,,,,,
0.0,0.005282689351588488,3.5833333333333335e-06,0.1453079879283905,449141.0,-0.5977778492583724,-0.5291773478190104,0.981256902217865,-0.11514129489660263,-12.255497932434082,1.0,12.14035701751709,-66.03907775878906,-204.43702697753906,19.0,57,,,,,
0.0,0.002135079586878419,3.555555555555556e-06,0.18216164782643318,459903.0,-0.9630162423978109,-0.9376075068199201,0.9453924745321274,-1.6050952970981598,-16.30792760848999,1.0,14.702832460403442,-171.31969261169434,-333.222900390625,19.444444444444443,58,,,,,
0.0,0.012621019035577774,3.5277777777777784e-06,0.10484376270323992,469496.0,-0.6614969538000527,-0.6339657122435574,0.9746192693710327,-2.2641087006777525,-14.223093509674072,1.0,11.958984613418579,-73.33914470672607,-232.01379776000977,19.88888888888889,59,,,,,
0.0022,0.2120424211025238,3.5e-06,0.043700166046619415,472780.0,-0.6201724246281282,-0.618823790818118,0.9928498268127441,-1.2997932434082031,-7.432607173919678,1.0,6.132813930511475,-35.54296875,-99.51531982421875,20.0,60,,,,,
0.0,0.011984418146312237,3.4722222222222224e-06,0.09254957642406225,483088.0,-0.7587249153822084,-0.7161190614595849,0.9802022129297256,-2.182204991579056,-14.64641523361206,1.0,12.464210033416748,-65.82295989990234,-238.43148040771484,20.444444444444443,61,,,,,
0.0005,0.04768969491124153,3.444444444444445e-06,0.16426074225455523,493773.0,-0.7977912589422429,-0.776469853222632,0.9472826719284058,-1.2258563935756683,-13.983006000518799,1.0,12.757149696350098,-156.41031789779663,-260.5851821899414,20.88888888888889,62,,,,,
0.0,0.00838673859834671,3.416666666666667e-06,0.16687025129795074,496419.0,-0.8539552784929372,-0.8896612665455812,0.9583333134651184,-3.456397294998169,-15.776176452636719,1.0,12.319779396057129,-128.36553955078125,-371.76715087890625,21.0,63,,,,,
0.0,0.001378125511109829,3.3888888888888893e-06,0.17371580936014652,507239.0,-0.9566252680210019,-0.9313976922130665,0.9434027820825577,-1.759378045797348,-16.696551084518433,1.0,14.937172889709473,-168.21919965744019,-315.9672317504883,21.444444444444443,64,,,,,
0.0005,0.042508866637945175,3.3611111111111117e-06,0.08862919732928276,517745.0,-0.6596216741606288,-0.6466950151953564,0.977735310792923,-2.4223031997680664,-12.917452931404114,1.0,10.495149731636047,-68.9787540435791,-225.92609214782715,21.88888888888889,65,,,,,
0.0,0.006353179458528757,3.3333333333333333e-06,0.1457279622554779,520058.0,-0.5846948592113423,-0.5154310204516882,0.981256902217865,-0.363333135843277,-12.322494506835938,1.0,11.959161758422852,-68.52099609375,-205.10699462890625,22.0,66,,,,,
0.0,0.010348653420805931,3.3055555555555558e-06,0.09165277611464262,531186.0,-0.8895306408635453,-0.8377457678728173,0.9759629219770432,-2.926405221223831,-15.663734197616577,1.0,12.737329006195068,-77.11895799636841,-281.3899383544922,22.444444444444443,67,,,,,
0.0004,0.03805362433195114,3.277777777777778e-06,0.11299060191959143,541048.0,-0.5820916447357932,-0.5874981805556863,0.975635752081871,-1.9862284511327744,-13.26470673084259,1.0,11.278478145599365,-70.9580602645874,-219.41674423217773,22.88888888888889,68,,,,,
0.0,3.8185295125003904e-05,3.2500000000000002e-06,0.3767453134059906,543697.0,-1.1302738560267858,-1.08819580078125,0.8571428656578064,2.307666063308716,-15.761258125305176,1.0,18.068923950195312,-427.5328369140625,-376.4186706542969,23.0,69,,,,,
0.0,0.0022925103548914194,3.2222222222222227e-06,0.1243365965783596,553239.0,-0.7116074778823527,-0.6282199860709154,0.9776172339916229,-1.833260528743267,-15.131399631500244,1.0,13.298139095306396,-68.74253368377686,-279.8339729309082,23.444444444444443,70,,,,,
0.0,0.00996415689587593,3.1944444444444443e-06,0.163830635137856,564052.0,-0.8847033095322663,-0.911826144907451,0.9405553489923477,-2.2468907237052917,-15.916832685470581,1.0,13.669941902160645,-178.02577590942383,-290.5748405456543,23.88888888888889,71,,,,,
0.0014,0.1331908404827118,3.1666666666666667e-06,0.045034296810626984,567336.0,-0.6065209985875255,-0.605087202342952,0.9908069372177124,-1.3158286809921265,-7.8745341300964355,1.0,6.5587053298950195,-35.70332336425781,-103.93458557128906,24.0,72,,,,,
0.0,0.00962117314338684,3.138888888888889e-06,0.18506691604852676,577376.0,-0.7806682957761846,-0.8215780775015532,0.9350995570421219,-2.0942973494529724,-15.29529356956482,1.0,13.200996160507202,-187.84031105041504,-303.31687927246094,24.444444444444443,73,,,,,
0.0003,0.03146742656826973,3.1111111111111116e-06,0.08823784720152617,588927.0,-0.8196292290789378,-0.7428236098812919,0.9848617017269135,-1.7816951125860214,-13.745635151863098,1.0,11.963940024375916,-55.46661996841431,-225.91936492919922,24.88888888888889,74,,,,,
0.0,0.001079839770682156,3.0833333333333336e-06,0.10546715557575226,590975.0,-0.5630921480948465,-0.4813515228750818,0.9824561476707458,-2.003345489501953,-16.080968856811523,1.0,14.07762336730957,-48.25765609741211,-270.3970642089844,25.0,75,,,,,
0.0003,0.030329307541251183,3.055555555555556e-06,0.15203282702714205,601749.0,-0.7219988998783216,-0.6928387993862948,0.9512608647346497,-0.6929997503757477,-12.168575406074524,1.0,11.475575685501099,-150.05356788635254,-212.71116065979004,25.444444444444443,76,,,,,
0.0,0.001550714485347271,3.0277777777777776e-06,0.12810331769287586,612079.0,-0.8015667732791062,-0.8292077776124752,0.9669165164232254,-3.3500319123268127,-17.072296619415283,1.0,13.722264528274536,-98.2982349395752,-318.77008056640625,25.88888888888889,77,,,,,
0.0,0.000856324506457895,3e-06,0.07970945537090302,614614.0,-0.846609289497784,-0.6255242974908503,0.9884225726127625,-1.6341514587402344,-15.987408638000488,1.0,14.353257179260254,-31.06779670715332,-268.47918701171875,26.0,78,,,,,
0.0003,0.026777932420372963,2.9722222222222225e-06,0.10021889489144087,626011.0,-0.8106171067587638,-0.7934886285922255,0.9776525050401688,-2.5061995089054108,-14.74201786518097,1.0,12.23581862449646,-73.31461906433105,-269.15958976745605,26.444444444444443,79,,,,,
0.0,0.001968077151104808,2.944444444444445e-06,0.19021658413112164,635725.0,-0.7728836636371282,-0.7337934417939131,0.9437012672424316,-1.1274563670158386,-15.35147762298584,1.0,14.224021196365356,-166.01197576522827,-288.4430961608887,26.88888888888889,80,,,,,
0.0001,0.037246059626340866,2.916666666666667e-06,0.038921210914850235,638253.0,-0.5851154902209974,-0.5820160750504378,0.9780821800231934,-3.2783992290496826,-12.533219337463379,1.0,9.254819869995117,-67.23607635498047,-163.5564422607422,27.0,81,,,,,
0.0,0.001312571344897151,2.888888888888889e-06,0.12160415761172771,649070.0,-0.8702881788427947,-0.8633421148633726,0.9684081226587296,-3.258690446615219,-17.05286192893982,1.0,13.794171571731567,-94.0103406906128,-318.3301696777344,27.444444444444443,82,,,,,
0.0,0.00911753624677658,2.861111111111111e-06,0.16697451565414667,658608.0,-0.7078761791791546,-0.6583728185322637,0.9497345238924026,-0.9465052932500839,-14.314675092697144,1.0,13.368169784545898,-154.00841426849365,-255.27169036865234,27.88888888888889,83,,,,,
0.0011,0.10069102048873901,2.8333333333333335e-06,0.045981451869010925,661892.0,-0.5958543724862743,-0.5945854148046475,0.9908069372177124,-1.2958205938339233,-8.132001876831055,1.0,6.836181163787842,-35.50324249267578,-106.50926208496094,28.0,84,,,,,
0.0003,0.02433483675122261,2.805555555555556e-06,0.18421382550150156,672784.0,-0.7792516357042377,-0.7592580493188497,0.9459979236125946,-0.7630695551633835,-13.247732877731323,1.0,12.484663486480713,-165.59163665771484,-267.4480228424072,28.444444444444443,85,,,,,
0.0,0.008798624388873577,2.7777777777777783e-06,0.08960216585546732,683483.0,-0.8052786717595932,-0.7872032784140902,0.9741856604814529,-3.3182059824466705,-16.16550087928772,1.0,12.847294807434082,-79.7681245803833,-265.51126861572266,28.88888888888889,86,,,,,
0.0,0.0009065609192475677,2.7500000000000004e-06,0.10588657855987549,685531.0,-0.554360640676398,-0.47220000421813646,0.9824561476707458,-1.9988895654678345,-16.263931274414062,1.0,14.26504135131836,-48.213096618652344,-272.2266845703125,29.0,87,,,,,
0.0002,0.022576499730348587,2.7222222222222224e-06,0.1079963780939579,696764.0,-0.7380233419077762,-0.7591036413021368,0.9751725792884827,-2.591986268758774,-14.248119831085205,1.0,11.656133532524109,-82.06951141357422,-236.39794731140137,29.444444444444443,88,,,,,
0.0,0.0078688133507967,2.6944444444444444e-06,0.15080241579562426,706524.0,-0.7724780322870659,-0.6853822960116773,0.9502502530813217,-1.2477822005748749,-15.172950506210327,1.0,13.92516803741455,-144.4808373451233,-270.53520584106445,29.88888888888889,89,,,,,
0.0,0.0033637189771980047,2.666666666666667e-06,0.16758711636066437,709170.0,-0.8335017965297506,-0.8681117096271231,0.9570707082748413,-3.129150390625,-16.344078063964844,1.0,13.214927673339844,-125.09307098388672,-377.4461669921875,30.0,90,,,,,
